matematicas,lectura_critica,ciencias_naturales,sociales_ciudadanas,ingles,dimension_1_logico_matematico,dimension_2_comprension_comunicacion,dimension_3_pensamiento_cientifico,dimension_4_analisis_social_humanistico,dimension_5_creatividad_innovacion,dimension_6_liderazgo_trabajo_equipo,dimension_7_pensamiento_critico,dimension_8_adaptabilidad_aprendizaje,area_conocimiento
237.5,362.3,213.8,313.9,181.2,1.7,3.9,1.9,2.4,3.8,2.4,4.1,2.8,22
246.4,260.0,251.1,272.2,252.2,3.2,2.4,3.1,3.0,2.8,2.8,2.8,2.5,7
245.4,321.7,297.4,292.8,352.6,2.3,3.8,1.7,1.4,2.2,4.0,3.8,2.9,29
400.5,171.1,230.6,248.3,241.7,4.0,2.3,1.2,2.8,1.2,3.8,2.7,3.6,25
249.6,338.2,413.1,251.3,299.9,1.6,4.5,3.7,2.6,1.8,4.3,2.3,4.8,13
371.3,240.1,240.7,244.5,290.0,4.4,3.0,4.2,1.4,1.4,2.6,1.8,4.5,27
196.4,408.3,214.2,202.4,254.8,1.4,3.4,2.0,3.8,4.1,3.3,3.5,3.0,22
172.2,361.8,343.6,363.0,215.0,2.1,4.5,4.4,4.5,1.8,3.2,2.7,4.6,14
331.9,302.7,317.5,256.6,275.2,3.9,1.9,4.5,1.5,1.6,2.9,3.7,3.0,10
398.1,242.7,171.7,414.8,207.0,3.9,2.2,1.5,3.0,1.3,3.8,4.3,3.9,1
409.0,267.5,429.8,233.3,286.9,4.2,2.6,4.1,1.8,1.3,1.6,4.5,2.4,9
409.2,234.0,233.1,206.2,297.6,3.6,3.0,3.7,2.2,1.9,4.0,3.5,3.0,30
245.7,377.1,265.1,235.4,276.2,2.1,3.8,1.8,2.5,4.1,2.7,4.6,3.0,20
221.7,364.7,172.8,226.5,223.0,1.3,4.0,1.5,2.4,4.0,2.5,3.2,2.9,21
368.3,254.4,423.8,195.0,207.2,4.5,1.9,4.2,2.1,1.3,2.6,3.2,3.3,23
226.3,351.5,257.5,339.6,297.5,1.0,3.7,2.1,4.7,2.6,2.8,3.7,4.2,18
323.2,289.7,195.9,317.4,262.3,4.2,2.1,1.0,2.2,1.6,4.9,2.8,4.5,25
417.8,260.0,150.0,346.2,304.9,4.1,2.5,1.3,1.8,1.7,4.3,4.6,4.1,1
268.3,281.8,346.5,355.8,335.9,1.2,2.2,5.0,4.5,1.6,3.1,4.2,4.4,24
281.7,323.1,184.6,354.1,234.0,2.5,4.7,1.5,4.5,1.3,5.0,2.4,2.4,19
360.5,272.3,381.5,267.5,358.8,4.8,2.5,4.0,1.0,1.8,2.5,2.5,4.3,23
325.5,289.2,165.6,284.6,235.6,3.7,4.0,3.7,2.9,3.1,3.5,3.4,3.1,6
455.8,386.5,370.6,350.5,298.3,4.6,3.4,3.6,4.2,4.4,3.0,3.1,4.2,9
417.5,178.5,299.2,235.7,263.9,4.6,2.5,3.2,1.7,2.2,4.1,4.6,2.3,30
309.0,234.0,228.9,361.7,229.1,4.8,2.3,1.0,2.5,1.6,4.2,3.7,4.1,1
427.9,333.7,307.3,174.3,282.9,4.4,2.2,2.3,1.4,1.3,3.8,4.9,3.1,30
378.7,251.8,211.4,226.8,267.7,4.5,2.6,1.7,1.6,1.1,4.6,4.2,2.2,2
209.4,281.0,210.8,255.0,218.4,4.1,3.2,3.2,3.3,2.9,2.8,3.5,3.2,3
173.5,256.7,424.5,399.7,293.9,1.3,2.7,3.7,3.7,1.8,2.5,3.6,4.1,24
156.0,382.6,198.5,297.9,253.0,1.4,4.4,1.1,4.4,2.3,4.7,2.7,5.0,16
209.1,406.1,215.6,363.3,237.0,1.3,4.6,1.8,4.0,4.6,2.9,2.5,4.4,17
374.6,345.8,170.8,264.7,273.8,4.4,2.7,2.7,1.2,1.0,4.9,4.6,4.3,11
150.0,446.3,238.1,408.3,260.4,1.5,3.9,1.1,4.4,3.7,2.6,2.9,4.4,17
150.0,366.2,293.7,298.0,232.9,2.7,3.8,3.8,4.5,1.7,2.8,3.0,5.0,14
382.0,268.3,320.9,218.1,262.9,4.2,2.6,4.5,1.7,2.0,3.1,2.9,3.8,26
204.6,295.4,335.0,307.3,214.5,1.0,4.4,1.7,2.9,3.7,3.2,4.6,3.5,29
230.5,337.1,256.1,387.1,273.3,1.3,4.1,1.7,3.8,2.0,2.8,4.2,4.1,18
335.3,234.2,230.6,287.0,232.0,3.8,2.9,2.5,1.4,1.6,4.3,3.1,3.5,11
419.7,269.2,401.5,228.7,283.7,3.9,3.1,4.1,1.4,1.7,3.6,4.6,3.7,9
208.6,252.0,366.4,396.7,273.2,1.4,2.5,4.8,4.1,1.1,3.0,3.8,4.5,24
173.3,374.2,241.7,402.8,287.3,2.2,5.0,1.7,4.1,2.4,5.0,2.6,4.4,16
378.0,244.0,191.5,237.1,274.7,4.1,3.0,3.3,1.2,1.0,4.3,4.7,5.0,11
381.1,275.6,290.1,278.2,234.6,4.0,2.2,2.8,1.7,1.6,4.3,3.7,3.3,11
196.5,401.1,262.2,231.8,194.0,1.4,3.2,1.0,2.7,3.7,2.1,3.9,3.1,22
369.5,234.4,460.4,230.6,300.9,4.2,2.7,4.1,1.3,1.2,2.7,4.8,3.0,9
353.2,256.5,417.9,192.8,215.4,4.4,3.1,3.8,1.0,1.0,2.4,4.7,2.3,15
201.0,341.3,305.4,203.0,278.8,1.4,4.2,4.4,2.5,1.6,4.2,2.2,4.7,13
259.3,402.3,384.8,268.6,246.4,1.1,4.4,4.3,3.0,2.3,4.3,3.0,4.0,13
362.1,222.0,205.4,166.1,321.6,4.2,2.6,4.1,1.5,1.5,3.0,2.6,3.9,27
382.1,272.1,243.6,182.9,253.3,4.2,2.6,2.8,1.0,1.8,4.3,4.3,3.4,30
397.4,176.1,347.4,241.6,244.3,4.8,2.7,4.9,2.2,1.9,1.6,3.6,2.5,12
271.2,258.3,362.6,352.3,278.5,1.9,3.2,3.6,3.8,1.7,3.1,4.0,4.2,24
190.9,408.0,226.2,290.2,405.7,2.1,4.4,1.5,5.0,1.2,3.6,2.6,2.9,28
274.3,243.0,296.4,159.3,239.9,4.3,2.2,5.0,2.5,1.0,2.6,2.3,3.6,27
299.6,371.5,239.0,272.3,214.2,1.6,4.7,1.9,2.5,4.4,2.6,4.4,2.9,20
301.7,369.3,259.3,316.8,247.7,3.6,4.4,1.3,4.8,1.1,4.9,2.7,2.8,19
322.2,280.6,286.3,244.6,211.7,4.3,3.0,4.5,1.6,1.6,2.5,4.7,2.5,15
358.4,322.1,322.3,315.2,351.2,4.8,3.4,4.8,2.0,1.6,2.9,4.7,2.9,12
245.2,363.6,257.2,202.4,320.8,1.4,4.0,1.0,2.5,4.4,3.1,4.2,2.5,22
253.6,373.6,232.8,235.8,256.7,1.3,4.4,1.6,2.4,4.7,2.8,4.8,3.1,22
249.4,366.9,210.8,267.0,333.0,1.5,3.9,1.1,3.0,4.7,2.3,4.1,2.6,22
150.0,289.6,380.1,377.0,224.4,1.8,2.7,4.1,3.6,1.8,2.9,4.2,3.9,24
370.9,253.9,405.0,221.9,212.4,4.1,2.9,3.3,1.9,1.4,3.2,4.2,3.3,12
357.4,385.2,445.0,314.4,242.0,4.0,4.2,2.1,1.0,4.0,3.3,4.2,2.8,21
224.4,282.2,350.8,288.9,160.7,1.3,4.1,4.9,4.5,1.5,2.6,2.6,4.5,14
355.3,227.7,245.6,228.0,289.9,4.1,2.2,1.3,1.0,1.0,4.2,3.9,2.9,2
150.0,309.1,160.5,308.7,282.5,1.5,3.5,1.5,3.0,4.3,3.1,4.2,2.3,20
193.8,385.7,223.0,278.0,230.1,1.1,4.9,1.3,2.9,4.1,3.7,4.6,2.9,22
370.5,215.7,291.3,171.6,232.6,3.9,3.4,4.0,1.0,1.7,2.8,2.8,3.9,23
363.0,246.0,265.0,309.4,162.9,3.5,2.9,1.8,2.8,1.8,4.2,3.7,4.0,1
332.1,205.8,258.4,233.4,278.7,3.0,2.0,2.9,2.4,2.9,2.6,2.9,3.5,7
266.0,352.4,281.0,280.6,312.5,2.5,3.7,1.2,1.8,2.6,3.4,4.4,2.5,29
228.9,355.8,150.0,282.4,376.4,1.7,4.5,2.2,4.8,1.9,3.4,2.2,2.3,28
377.5,216.7,330.9,221.1,239.3,4.7,4.0,5.0,1.7,1.5,2.3,5.0,3.0,15
418.2,299.8,328.4,237.8,264.5,4.0,3.0,3.9,1.8,1.0,3.9,4.3,2.6,10
360.9,295.6,325.6,280.4,295.8,4.1,3.2,4.4,1.5,1.4,2.9,4.6,3.6,9
246.5,368.1,349.0,418.2,244.7,1.5,4.4,3.9,4.2,1.7,2.7,2.8,4.0,14
208.1,365.9,163.6,301.0,265.4,1.3,4.5,1.5,4.6,2.9,3.1,4.7,4.6,18
433.9,339.3,292.3,236.1,287.9,4.7,4.5,2.5,1.3,2.2,3.8,4.3,2.9,29
260.7,361.4,435.3,224.9,314.6,2.2,4.0,1.0,3.1,3.5,2.9,2.1,4.1,21
171.8,391.1,247.2,352.3,266.6,1.6,4.8,1.2,4.5,2.6,4.8,2.2,3.9,16
382.7,264.7,372.4,253.6,272.6,4.3,2.9,3.8,2.2,1.1,2.8,3.8,3.2,10
439.4,318.6,227.4,232.5,299.0,4.8,3.1,2.4,1.6,1.0,4.9,4.1,3.3,30
384.4,239.7,285.1,291.0,287.8,3.7,2.5,4.0,2.2,1.5,3.0,2.6,4.9,27
376.7,210.6,195.6,238.5,238.4,3.9,2.4,2.7,2.4,1.6,3.9,4.0,4.5,11
405.2,230.7,315.0,287.0,273.7,4.5,2.2,5.0,1.9,1.5,2.9,3.2,4.7,26
280.8,287.2,271.4,338.5,309.3,1.0,4.7,2.3,4.2,2.5,4.0,2.6,4.5,16
364.2,248.8,172.4,372.6,263.8,3.9,3.4,1.1,3.2,1.0,3.8,4.3,4.0,1
326.5,280.2,384.7,199.9,309.0,3.3,2.9,3.6,1.5,2.2,2.7,4.3,3.3,9
228.0,415.6,363.1,247.4,264.8,1.9,4.4,3.7,3.5,1.2,3.2,2.8,4.3,13
324.5,357.0,338.4,241.2,292.6,3.8,2.8,3.3,1.5,1.0,2.3,3.8,2.3,10
206.8,322.6,173.6,267.6,297.0,1.2,4.9,1.0,2.6,4.6,3.1,5.0,2.6,20
254.3,208.0,249.5,300.0,312.0,2.6,2.6,3.1,1.9,2.3,2.6,2.7,3.1,4
243.4,363.9,354.2,271.4,193.5,1.2,4.7,3.8,3.1,1.0,4.1,3.1,4.6,13
178.3,445.9,150.0,237.8,191.8,1.5,3.7,1.9,1.9,3.5,2.2,4.3,2.6,22
370.9,269.4,248.5,240.4,323.1,4.2,2.5,2.1,2.0,1.7,4.3,4.6,3.2,2
294.6,219.4,352.3,231.7,272.4,4.3,3.4,5.0,1.0,1.2,2.1,4.3,4.7,8
249.8,445.8,372.9,391.6,250.4,2.8,3.2,2.2,4.2,1.1,1.7,5.0,4.6,18
232.6,500.0,218.4,312.7,272.8,3.3,4.3,1.4,1.4,3.4,4.6,4.6,2.7,29
354.9,274.4,335.4,262.3,300.0,5.0,2.8,2.8,1.1,1.6,4.4,4.3,3.3,30
250.5,426.1,395.8,426.1,277.5,1.3,3.5,4.0,4.6,1.6,2.6,3.1,4.5,14
322.0,405.7,285.1,358.3,308.0,2.6,3.4,1.9,4.0,4.5,4.4,2.8,4.5,25
409.8,311.7,237.1,285.6,232.1,4.2,2.8,2.9,1.6,2.7,4.3,4.4,4.8,11
234.0,231.4,398.4,406.6,282.8,1.7,3.0,4.4,4.2,1.3,2.7,4.6,4.5,24
242.1,391.8,268.2,386.7,277.5,3.0,4.9,1.3,4.0,3.0,2.7,4.6,3.5,18
258.7,263.7,274.7,284.3,295.7,2.5,3.1,2.7,3.4,3.5,3.0,2.6,2.8,3
195.1,343.6,206.0,263.8,233.4,1.4,3.0,1.4,3.2,3.8,2.6,4.0,3.3,22
237.1,377.6,360.1,315.1,254.8,1.6,4.5,4.4,2.6,1.0,4.7,2.9,5.0,13
255.8,357.8,257.0,298.1,230.8,1.3,4.2,2.6,2.5,3.6,2.2,4.2,1.8,20
238.1,393.0,393.8,339.0,338.2,1.0,3.8,4.3,4.4,1.0,2.9,3.0,2.9,14
378.8,219.2,377.6,182.7,235.9,4.8,2.7,4.4,1.3,1.3,3.2,3.7,3.4,9
377.3,242.5,393.3,260.7,220.5,3.6,3.2,3.5,1.8,2.3,2.8,4.4,3.4,26
356.1,273.4,373.2,248.6,277.5,4.6,2.9,3.5,1.6,1.3,3.1,3.2,5.0,23
197.5,176.8,323.3,358.4,203.3,2.0,2.4,4.3,4.0,2.3,2.7,4.2,4.1,24
228.7,252.4,385.1,340.7,259.4,2.0,2.5,4.4,4.8,2.0,1.9,3.9,3.9,24
217.0,249.6,354.3,366.6,241.1,2.2,2.4,4.1,3.7,1.5,3.2,4.6,4.6,24
356.6,280.5,223.5,208.5,256.9,3.9,3.1,3.8,1.2,2.4,3.2,3.2,4.1,27
262.0,314.9,199.4,359.2,273.1,3.7,5.0,1.1,4.5,1.2,4.5,3.0,2.6,19
340.7,297.0,303.9,323.7,288.0,3.9,3.7,1.4,2.4,1.0,4.2,3.9,4.2,17
211.5,317.1,226.0,342.4,291.2,2.0,4.1,2.8,4.3,3.9,3.4,2.3,3.8,17
191.9,403.8,187.0,377.6,231.8,1.7,3.9,1.2,4.0,3.8,3.3,2.0,3.9,17
224.9,336.8,411.1,205.7,248.4,1.8,4.1,4.5,2.5,1.1,4.4,2.3,3.6,13
204.0,320.0,182.7,259.4,245.5,3.2,5.0,1.4,1.6,2.9,4.4,3.6,2.9,29
317.7,303.3,374.4,281.8,294.5,3.6,3.4,4.0,1.9,1.3,3.3,3.2,3.3,15
381.1,232.5,415.4,200.6,213.4,3.7,2.9,3.8,2.0,1.0,2.3,4.3,2.7,10
150.0,363.9,233.1,348.7,257.2,2.0,3.7,2.5,4.6,2.9,3.3,4.2,4.0,18
319.4,368.8,350.7,262.0,418.4,4.5,4.8,4.5,4.4,1.5,3.4,3.2,3.1,28
220.0,408.5,251.8,248.4,231.4,1.8,4.0,2.3,3.1,3.9,3.6,4.2,2.7,20
365.5,235.4,190.6,219.6,265.6,3.9,2.4,1.5,1.3,1.3,4.6,4.6,2.1,2
333.0,283.4,269.1,150.0,288.8,4.1,2.5,3.9,1.6,1.6,3.1,2.8,4.0,27
372.5,199.2,228.6,231.4,254.1,3.6,1.9,3.7,1.4,2.0,3.9,4.6,4.0,11
173.5,372.8,404.0,241.1,226.5,1.7,4.2,4.1,2.8,1.5,4.0,2.3,3.9,13
349.7,200.2,402.8,200.4,281.4,4.4,3.1,4.9,1.0,1.0,2.6,2.9,4.2,23
194.1,423.9,150.0,388.7,259.5,1.7,4.1,1.4,4.1,3.7,4.5,3.2,4.2,16
347.5,306.7,366.8,218.5,298.7,4.6,3.1,4.2,1.0,1.1,2.3,3.1,4.6,26
267.2,402.1,252.0,239.2,261.3,1.4,4.2,1.8,3.0,3.9,2.9,2.9,3.3,21
191.0,405.7,251.2,347.1,247.4,1.0,5.0,1.3,2.7,4.0,2.9,4.6,2.3,20
249.1,362.4,171.3,396.6,213.3,1.8,4.0,1.2,4.6,2.7,4.2,3.6,5.0,16
416.3,252.0,249.0,308.0,241.0,3.7,3.1,1.9,1.3,1.7,4.8,3.9,4.0,11
245.6,386.6,188.7,288.3,366.9,1.6,3.8,1.7,3.8,1.7,2.6,2.7,2.6,28
249.7,392.8,229.7,255.7,259.0,2.9,3.9,2.1,1.5,3.3,3.7,3.8,2.9,29
333.9,275.2,333.7,203.4,214.8,4.7,3.3,4.2,1.4,1.2,2.7,4.3,2.7,10
209.1,306.5,377.8,249.9,298.2,1.3,3.8,3.6,2.4,1.1,4.2,2.4,4.1,13
405.0,208.1,253.7,263.6,212.7,4.0,2.9,2.3,1.1,1.9,3.7,4.4,5.0,11
307.6,253.0,196.0,384.8,296.9,4.1,3.2,1.4,2.9,1.7,4.5,4.4,4.0,1
216.1,320.4,312.3,274.9,291.4,3.0,4.2,2.2,1.8,4.3,3.7,3.7,3.1,29
220.0,321.2,169.1,271.4,304.8,1.8,4.3,1.9,3.6,2.3,2.9,2.8,2.9,28
177.7,360.6,311.8,275.6,244.7,1.3,4.4,3.8,2.3,1.7,4.0,3.3,3.8,13
333.5,324.4,427.6,249.6,233.9,4.3,3.4,3.8,1.0,2.0,2.9,3.3,3.5,23
354.2,246.2,207.1,282.1,277.3,4.3,3.1,1.7,2.7,1.3,3.8,2.2,3.5,25
191.2,417.1,194.2,234.6,399.0,1.8,4.7,1.5,3.4,4.0,2.8,4.1,2.6,20
390.3,291.8,186.7,391.5,235.6,4.1,3.0,1.0,2.9,1.2,3.7,3.9,3.5,1
241.4,291.4,178.8,278.5,182.5,1.0,4.3,1.1,4.0,3.7,2.2,2.9,3.9,17
244.5,290.3,292.4,189.7,269.4,3.3,2.9,3.1,3.1,2.3,2.4,3.2,2.4,3
287.2,225.7,258.1,249.9,304.3,4.1,2.5,1.6,3.0,2.0,4.0,2.6,4.0,25
173.0,353.7,223.0,312.6,352.5,1.2,4.3,1.0,4.3,1.0,2.8,2.5,2.0,28
426.5,239.9,244.1,232.4,263.6,4.8,2.8,2.4,1.2,1.2,4.4,3.9,4.4,11
325.9,331.3,319.2,266.2,269.4,4.3,2.9,4.5,1.5,1.8,2.3,4.5,4.4,8
335.3,279.8,399.7,228.2,216.3,3.6,3.1,3.7,1.2,1.3,3.0,3.7,3.9,8
384.1,260.5,231.5,416.8,220.5,4.1,2.7,2.1,3.0,1.2,4.7,4.1,3.7,1
364.6,287.4,314.5,150.0,204.3,4.2,3.4,4.5,1.4,1.5,1.9,3.5,2.8,15
379.9,262.4,224.7,253.9,250.7,4.1,3.0,1.8,1.8,1.4,3.6,4.4,2.8,2
429.8,222.8,440.2,203.0,235.0,4.4,2.7,3.7,1.2,1.2,2.5,3.5,4.9,26
344.7,213.2,279.2,276.5,242.4,3.7,2.5,2.9,1.7,1.0,4.2,4.1,2.7,30
367.9,181.5,246.6,271.6,302.9,3.7,2.5,1.9,3.1,1.0,4.0,3.2,3.5,25
357.7,282.5,266.4,246.6,249.3,5.0,2.7,2.8,1.9,1.8,4.2,3.8,2.2,30
442.1,268.6,236.7,252.1,248.1,3.5,2.9,1.2,2.9,1.0,4.2,2.7,3.7,25
276.3,304.0,250.3,279.2,270.1,3.2,3.0,2.9,2.8,2.5,3.5,3.5,3.2,4
326.9,207.3,253.6,245.6,267.5,4.1,2.0,4.2,1.2,1.0,2.5,2.0,3.8,27
199.1,481.5,380.4,339.4,280.2,1.7,3.8,4.4,3.6,1.3,3.2,2.8,4.4,14
401.9,396.3,315.9,327.0,398.6,4.1,4.3,2.7,3.9,1.5,3.4,4.6,2.5,12
239.7,381.5,181.3,321.5,222.6,1.3,4.1,1.0,3.3,4.1,2.2,5.0,3.4,20
302.8,332.9,251.5,309.0,268.7,1.0,4.2,1.7,3.4,5.0,3.1,3.5,2.8,22
156.4,381.4,233.8,407.9,173.5,2.1,4.6,1.7,3.7,3.1,4.3,3.5,4.1,16
318.5,280.1,313.0,150.0,224.0,3.9,3.3,4.0,2.9,1.0,3.2,3.8,3.1,15
212.8,333.8,287.0,413.1,294.5,2.1,4.0,1.4,3.9,1.9,2.0,5.0,4.2,18
306.5,291.2,347.8,201.0,236.7,4.4,3.1,4.2,1.0,1.9,2.8,2.6,4.2,26
303.6,310.0,342.6,162.6,203.1,3.5,2.6,3.3,1.3,1.5,2.9,3.9,2.2,10
259.2,358.8,209.6,393.0,243.8,2.8,3.9,1.7,4.7,2.1,4.2,2.3,2.7,19
402.1,291.6,176.2,274.6,257.4,4.1,2.6,1.8,1.0,1.2,3.8,3.7,3.8,11
376.0,156.1,201.8,189.9,196.9,3.0,2.2,1.2,1.5,1.8,4.0,3.8,1.8,2
174.7,393.8,266.1,212.8,230.7,1.8,4.3,1.6,2.6,3.2,3.2,3.6,2.9,20
333.1,273.4,213.6,321.7,260.8,4.0,1.8,2.5,2.2,1.9,4.5,3.9,4.5,1
263.2,385.8,226.5,328.5,310.0,2.9,4.6,2.0,4.1,2.0,4.2,2.9,2.5,19
237.5,389.1,371.0,393.5,233.7,1.5,4.7,4.5,5.0,1.8,2.8,3.0,4.3,14
235.4,393.5,267.4,359.5,318.0,1.4,5.0,1.4,4.9,2.5,4.4,2.7,4.9,16
235.1,305.5,245.9,236.4,198.3,3.0,2.8,2.6,2.9,3.5,2.0,2.6,2.7,7
317.6,239.0,326.1,278.2,291.8,3.8,3.0,4.0,1.6,1.8,2.4,4.3,3.1,15
429.5,202.8,301.3,183.6,197.3,4.3,3.2,4.0,1.5,1.9,2.6,4.2,2.4,9
272.4,298.3,267.9,302.0,218.3,2.6,2.8,2.6,3.7,2.0,2.9,2.7,2.9,5
274.2,278.6,275.7,329.0,272.5,2.8,3.3,2.9,3.2,2.9,3.4,2.6,2.8,5
255.2,360.5,186.6,236.2,305.5,2.1,3.4,1.5,2.6,4.0,2.8,2.9,2.8,21
398.2,456.7,243.3,353.8,250.6,4.1,2.8,3.0,4.3,2.1,3.5,2.8,4.3,30
240.8,278.3,261.4,202.6,245.6,2.4,3.5,2.4,2.7,3.2,3.5,3.3,2.9,4
218.8,351.2,253.3,450.1,178.1,1.0,4.1,1.3,4.4,3.3,3.5,4.1,4.3,18
306.3,401.1,188.9,311.6,288.0,2.7,3.9,2.0,1.7,2.6,4.0,4.8,2.5,29
229.6,371.2,223.1,366.4,296.2,2.6,4.1,1.4,5.0,1.4,4.4,2.7,1.9,19
367.7,300.7,282.1,210.8,239.8,4.2,2.5,4.6,1.4,2.0,2.2,2.0,3.8,27
350.1,173.5,353.6,304.0,314.3,3.7,2.8,4.3,2.1,1.6,3.1,4.4,2.9,10
358.9,255.2,405.8,185.8,210.9,4.3,2.2,4.1,1.7,1.0,2.9,4.7,4.1,8
209.1,349.8,216.1,450.4,313.7,1.8,4.9,1.4,4.1,4.6,3.1,3.1,4.4,17
366.0,307.0,216.4,177.2,260.1,5.0,2.5,4.6,1.6,1.2,2.7,2.2,4.4,27
177.5,354.6,235.7,288.6,305.3,2.0,3.9,1.6,2.5,3.8,3.1,4.3,2.6,22
261.3,243.4,326.9,310.5,243.3,2.9,2.0,2.6,2.3,2.7,3.0,3.2,2.5,6
204.8,421.9,213.2,371.6,202.6,1.7,4.3,2.1,4.2,1.8,2.5,4.4,4.4,18
227.4,366.5,157.8,214.3,311.2,1.7,4.3,1.3,4.3,1.0,2.7,3.1,2.3,28
379.6,303.2,186.4,216.1,284.1,3.9,2.0,1.4,2.2,1.0,4.3,2.1,3.7,25
255.6,245.2,205.9,217.0,210.3,1.5,3.5,1.8,2.2,4.2,2.2,2.3,2.1,21
251.6,370.6,321.9,311.4,240.1,1.6,4.1,5.0,1.8,1.5,4.2,2.3,3.5,13
246.3,251.0,324.2,234.7,285.0,3.0,2.7,2.7,3.0,3.4,3.1,2.3,2.8,4
437.5,248.7,273.6,283.9,230.6,3.5,3.1,3.1,1.8,1.8,4.2,3.8,2.5,30
286.3,399.5,256.7,415.1,313.0,1.3,4.8,2.2,4.3,1.7,4.6,2.6,5.0,16
251.0,244.4,252.0,289.8,225.9,3.0,3.1,2.2,2.4,3.2,2.6,2.7,3.1,4
500.0,282.9,403.0,215.7,205.5,3.6,3.3,4.2,1.2,1.6,3.1,3.9,2.5,9
209.8,359.1,225.1,408.6,273.4,1.6,4.6,1.1,4.3,3.6,2.3,4.7,4.4,18
298.4,359.0,232.2,267.2,274.7,1.3,4.4,1.4,2.6,3.9,2.6,2.0,2.0,21
293.2,391.4,325.1,343.7,237.5,1.5,4.2,4.5,3.6,1.6,2.6,2.5,4.5,14
296.7,436.3,256.9,426.4,231.2,1.5,3.9,1.0,3.8,2.5,4.7,2.9,4.3,16
335.3,249.5,375.9,205.1,333.2,4.0,3.0,4.2,1.6,2.2,2.4,3.0,2.8,23
179.5,353.6,185.3,230.1,255.7,1.1,5.0,1.0,3.1,3.9,2.3,4.9,2.2,22
455.4,274.8,366.5,190.9,240.6,4.1,3.0,4.5,1.5,1.0,2.6,3.7,2.8,12
335.3,320.8,414.9,185.3,212.8,5.0,3.1,4.7,1.2,1.3,2.7,2.3,4.8,26
261.5,383.0,196.7,153.9,188.3,2.7,4.1,1.7,1.6,3.5,4.0,4.1,2.4,29
271.7,358.7,444.3,374.8,198.3,1.4,4.5,4.6,4.0,1.1,3.5,3.7,4.3,14
300.7,361.0,340.9,217.0,270.1,4.8,2.6,4.1,1.6,1.3,2.4,2.7,4.0,23
334.3,215.0,359.3,249.4,245.3,4.0,2.8,3.9,1.1,1.7,2.9,3.4,3.7,8
299.6,369.5,255.8,242.2,279.7,1.9,3.7,2.4,3.1,3.3,3.5,4.2,2.5,22
409.2,238.9,179.6,222.7,240.1,4.8,3.1,1.4,1.5,1.1,3.7,3.9,2.7,2
243.2,363.9,235.8,242.8,260.3,1.5,5.0,1.5,3.3,4.6,2.2,4.9,2.5,22
386.3,272.8,311.1,230.4,280.2,3.8,2.5,4.9,1.3,1.1,3.4,4.7,4.5,8
404.2,240.8,456.1,175.0,224.8,3.8,3.3,3.9,1.0,2.0,2.7,4.3,2.1,15
399.6,289.9,171.7,224.1,290.8,4.1,2.9,3.3,1.5,1.2,4.9,4.8,5.0,11
227.5,392.1,211.9,199.0,347.7,2.3,3.7,1.3,3.7,1.9,3.4,2.3,3.0,28
360.3,310.4,329.3,248.5,233.7,5.0,3.1,4.4,1.0,1.4,3.3,3.2,4.2,26
392.7,245.1,459.0,255.4,263.3,4.8,3.2,3.9,1.7,1.0,3.5,4.2,3.4,15
351.9,287.0,221.3,328.9,194.2,4.3,2.8,1.6,3.2,2.4,3.6,4.7,4.1,1
237.5,309.6,161.5,207.1,229.4,1.5,4.5,2.0,2.9,4.6,2.8,3.8,3.4,20
259.7,325.5,272.2,258.0,301.7,3.0,2.6,2.4,2.9,1.7,2.6,2.6,2.7,5
329.3,206.1,171.8,264.3,258.1,4.8,2.9,2.3,1.5,1.6,4.1,3.6,4.2,11
371.4,392.2,255.7,359.2,312.1,4.5,2.8,2.3,4.3,1.8,3.6,2.4,4.4,2
352.2,253.9,185.2,217.5,262.8,4.8,3.4,1.5,1.5,2.0,3.5,3.5,2.7,2
367.5,262.0,160.4,286.8,292.7,3.8,3.4,2.4,1.5,1.4,4.1,3.9,4.4,11
220.7,195.3,259.8,245.3,267.4,2.3,2.0,1.7,3.2,2.5,2.7,2.0,2.2,3
348.9,353.2,299.2,267.9,276.8,4.4,3.0,4.6,1.7,2.9,3.2,2.5,4.5,27
339.0,276.5,372.2,209.3,259.3,4.7,3.8,4.4,1.7,1.3,3.0,4.4,3.3,12
370.1,270.7,194.8,249.5,284.7,3.3,3.5,1.0,3.1,1.0,3.9,2.4,4.2,25
380.7,276.0,222.1,274.1,282.6,4.5,3.1,2.8,1.3,1.0,4.4,3.9,4.5,11
232.6,364.7,201.4,315.6,274.4,1.3,4.6,2.4,1.9,5.0,2.2,3.3,3.3,21
178.4,407.4,250.6,253.1,224.8,1.9,4.1,1.3,1.8,3.7,3.1,3.6,3.1,22
244.5,307.6,319.6,247.2,239.6,2.0,3.8,4.1,3.5,1.8,3.7,3.2,3.4,13
229.2,409.4,431.6,404.8,293.5,1.5,4.6,4.8,4.6,2.2,2.2,3.3,4.5,14
421.7,412.7,328.2,307.3,312.6,2.1,3.1,4.2,5.0,1.6,3.3,4.1,4.8,14
396.2,260.8,150.0,252.1,232.2,4.1,2.2,3.3,1.8,1.4,4.2,3.6,3.7,11
181.6,357.6,208.7,379.3,258.9,2.1,4.3,1.7,3.3,3.6,4.0,2.9,5.0,16
450.8,304.9,257.6,287.4,302.8,3.7,2.5,1.9,3.1,1.6,4.1,3.0,3.7,25
